Unnamed: 0,reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
17196,bfc52ef9-a239-4562-908b-3d8c12665529,Kadang error sistem,4,0,2.35.0,2023-01-01 00:42:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 8:02
17195,9ff4603c-f765-44b0-b07f-0f6e92e3feab,bagus lah praktis mantap,5,0,2.34.0,2023-01-01 00:44:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 9:05
17194,5a467ad0-9f7d-4b44-8c12-72c386111360,bagus,5,0,2.27.0,2023-01-01 00:50:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 9:05
17193,657e776f-e97e-4bb7-b69a-4817fd6127b3,Top,5,0,2.34.0,2023-01-01 00:52:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 9:05
17192,cb574310-bfc8-4a4b-8ef8-1160efc4c3a3,"Brimo sangat membantu transaksi keuangan saya,fitur2nya mudah dimengerti dan cukup mudah digunakan,mohon untuk fitur uang digital,kenapa tdk bisa top up berulang2 dihari dan tgl yg sama",5,0,2.34.0,2023-01-01 00:57:00,"Hai Sobat BRI, terima kasih atas ulasannya, tingkatkan terus transaksi perbankan menggunakan aplikasi BRImo. Tks~Una",1/17/2023 10:52
17191,4499a6a5-174d-4a57-a5f2-8265dbbf32ec,bagus & cepat,5,0,2.35.0,2023-01-01 00:57:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17190,6d2a1981-9d0c-45f7-a11e-0df7127d4e81,"Alhamdulillah ada BRIMO BRI, jadi mudah segalanya 🙏",5,0,2.35.0,2023-01-01 00:58:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17189,550eb879-55ad-4693-acfb-f7f94f7ce60b,"Fitur lengkap dan transaksi pun mudah, mantap BRImo 👍",5,0,2.27.0,2023-01-01 00:58:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17188,fa160a86-e083-43e8-b427-7e407241357b,"Kenapa tak bisa dibuka aplikasinya, Katanya dikirim kode melalui sms juga tak ada, gimana sih ini Aplikasi apa ini, kbagus tak bisa dibuka",1,0,2.35.0,2023-01-01 00:59:00,"Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Mohon pastikan nomor ponsel yang terdaftar aktif, tersedia pulsa minimal Rp1.000,- dan jaringan internet baik. Apabila masih mengalami hal yang sama, silakan kirim detail kendala melalui Email callbri@bri.co.id. Kami harapkan bintang 5 dari Sobat BRI. Tks~Bevi",1/5/2023 8:42
17187,a41f4c24-5666-4dea-b8da-403ad045940b,bagus sekali,5,0,,2023-01-01 01:00:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17185,845d30c9-fae6-4699-996e-dad99cac7f21,Mantap,5,0,2.35.0,2023-01-01 01:03:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17186,62c3f2b6-e13e-425f-9a40-73e7833652ff,Mudah dan aman 💯,5,0,2.33.0,2023-01-01 01:03:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17184,f84bfa3e-8ed0-4245-b536-eb7f8afa31d8,Sangat membantu,5,0,2.34.0,2023-01-01 01:06:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17183,0acf212a-5581-48a2-9739-475eccdd0ab2,keren,5,0,2.32.0,2023-01-01 01:08:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17182,b660ce17-6813-416e-854b-e98cfbb0ad09,Sangat membatu,5,0,2.34.0,2023-01-01 01:11:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:59
17181,75733974-1a65-48e0-8e03-38c576c2c71b,Sangat memuaskan,5,0,2.34.0,2023-01-01 01:13:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:58
17180,7b5091eb-a1e5-468e-864c-2f752e21a44a,Brimo semakin di depan,5,0,2.30.0,2023-01-01 01:13:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:57
17179,e6ee2216-b81f-417e-945a-28e2244c7c6a,Brimo ribet verifikasi rekaman harus sambil ngomong mana susah,1,0,,2023-01-01 01:14:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 6:47
17178,53971663-34d3-441b-bc97-b17754e22ea9,Puas. Mudah dan nyaman melakukan setiap transaksi Terimakasih brimo atas pelayanannya,5,0,2.35.0,2023-01-01 01:15:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:53
17177,dd541016-dc7f-4420-ac28-74d891735a18,baguss,5,0,2.34.0,2023-01-01 01:15:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:49
17176,749c769c-7283-42c6-ba5d-b99ec75a2f65,"Astaga untuk mendaftar dan lolos verifikasi susah banget,, sudah 3 hari dan berkali-kali coba gagal terus,, padahal foto ktp terutama video sudah jelas,, tp gagal terus,, terpaksa uninstall saja Sungguh merepotkan,, Bukannya mempermudah malah mempersulit",1,0,,2023-01-01 01:15:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 6:46
17175,ca20efe0-c058-4ea9-b32b-bbce28d71886,"Aplikasinya banyak bet bug nya, setiap mau penarikan ada aja kendala aplikasinya, Tolong perbaiki secepatnya ya soalnya sering terjadi kendala di aplikasi ini.",2,0,2.35.0,2023-01-01 01:16:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 7:26
17174,0c084ec7-8796-4e38-a25a-b7b388ae77a4,Bintang sudah cukup menjelaskan.,5,0,,2023-01-01 01:18:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:49
17173,a4933b97-81ff-48ba-8943-ff064b0168f9,MANTAP,5,0,,2023-01-01 01:21:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:49
17172,829317d8-e710-42e5-abe2-220a84cddd66,bagussss...,5,0,2.34.0,2023-01-01 01:24:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:49
17171,41ab87fe-e8d9-41d2-8700-400d934404d8,Sangat membantu proses transaksi... sejauh ini aman dan mantaaaap,5,0,2.35.0,2023-01-01 01:25:00,"Selamat pagi Bpk Faisal, terima kasih atas kepercayaan Bpk terhadap produk Bank BRI. Tks~Pinka",4/14/2020 23:30
17170,04506ad8-1c63-4e97-932b-a5eaac8c2f8e,Baik,4,0,,2023-01-01 01:26:00,"Hai Sobat BRI, semoga aplikasi BRImo semakin mempermudah transaksi, Jika sudah tidak mengalami kendala, kami tunggu bintang 5 dari Sobat BRI. Tks~Erza",1/1/2023 8:02
17169,8636f4bd-fbf8-4a4a-99aa-d117bd32642b,Mantul,5,0,2.35.0,2023-01-01 01:27:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:47
17168,0ec63806-a083-45e9-9b4c-29d53e221b0f,Jos dah,5,0,,2023-01-01 01:35:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:47
17167,7267b337-9c18-4047-ab8e-baaa98d9590c,Sejauh ini cukup baik,4,0,2.34.0,2023-01-01 01:36:00,"Hai Sobat BRI, semoga aplikasi BRImo semakin mempermudah transaksi, Jika sudah tidak mengalami kendala, kami tunggu bintang 5 dari Sobat BRI. Tks~Erza",1/1/2023 8:01
17166,6a2bf8ff-2eff-485d-a306-410457af3528,Sangat baik,5,0,2.34.0,2023-01-01 01:37:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:47
17165,4811f350-df2d-4a92-b7f0-f9eb2613138d,Saya kecewa dengan aplikasi nya udh berapa kali donlod tetep aja gagal padahal udh sesuai dengan langkah langkah nya...masa ea harus donlod hapus klo gagal... Kuota itu d beli bang bukan nya gratis ini aplikasi nya bikin emosi sama nguras kuota aja... Betul gk brimo nya kuota abis iya... Ea walau pun harus dengan emosi dulu tp alhamdulilah bisa berjalan. Makasih bantuan nya🙏,5,1,2.35.0,2023-01-01 01:38:00,"Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Apabila mengalami kendala, guna tindak lanjut, silakan kirimkan detail kendala melalui WhatsApp resmi Bank BRI 08121214017 atau Email callbri@bri.co.id. Jika sudah tidak mengalami kendala kami harapkan bintang 5 dari Sobat BRI. Tks~Satria
",12/31/2022 6:54
17164,2648a2de-3726-4fe8-bbad-903e2e0903bf,"Saya ska dgn aplikasi brimo, mrasa aman",5,0,2.35.0,2023-01-01 01:40:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:47
17163,8bfd6161-7db1-439a-938a-120e56646da7,"Layanan bagus & memuaskan, ti gkatkan terus",5,0,2.34.0,2023-01-01 01:43:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:47
17162,b53ea2b4-9fc5-4eb3-b624-fc03089a0d71,Cakep benerrr,5,0,2.35.0,2023-01-01 01:48:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:39
17161,4df92eb3-96e1-4ab7-9d03-50ca488e7208,Luar biasa,5,0,2.34.0,2023-01-01 01:49:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:37
17160,ed50855f-9b0d-4bdf-b121-6d9c1aa2484d,"Tidak Ribet, bagus Baget aplikasi Brimo ini",5,0,2.34.0,2023-01-01 01:52:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:37
17159,353b6582-5502-47bb-abc0-deced0707a10,Makin mudah dan aman bertransaksi,5,0,2.34.0,2023-01-01 01:53:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:37
17158,982fc105-8f78-4e0a-a2cf-e1c6e6954d8b,Eror mulu padahal dah pakek wifi,1,0,2.35.0,2023-01-01 01:53:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 6:45
17157,eda4b6f4-c776-434a-9293-1766f8428953,Lemot banget pas downlod,3,0,2.30.0,2023-01-01 01:55:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 7:37
17155,bb4e60d1-b074-4850-8348-164e417e8d75,"Lelet banget nih aplikasi klo gini terus gak di perbaikin saya akan tarik semua uang saya aku pindah ke sebelah,",1,0,2.35.0,2023-01-01 01:57:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 6:44
17156,a4febea2-6602-4f58-9302-3fe232a25597,"Pegalamn sy memakai brimo,memudah kan sgla urusan sy mksih brimo 🙏🙏",5,0,2.35.0,2023-01-01 01:57:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:37
17153,8d7bc30a-00c8-4e0e-a6f8-6ab18bdefe7a,Sangat bermanfaat dan mudah digunakan.,5,0,2.35.0,2023-01-01 01:58:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:36
17154,9c139de9-7be1-443b-9446-55f95ddc1d4c,Lebih simpke gk perlu ribet antri di ATM,5,0,2.35.0,2023-01-01 01:58:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:36
17152,ce01f3cc-3a34-4bdf-8155-5b6ce829e621,bagus,4,0,2.35.0,2023-01-01 01:59:00,"Hai Sobat BRI, semoga aplikasi BRImo semakin mempermudah transaksi, Jika sudah tidak mengalami kendala, kami tunggu bintang 5 dari Sobat BRI. Tks~Erza",1/1/2023 8:01
17151,86cb6bd6-d378-49b9-aebd-9d7d281d3301,Mantap,5,0,2.34.0,2023-01-01 02:00:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:36
17150,9b121171-4502-48fb-904b-450fcbf17695,Mantul,5,0,2.34.0,2023-01-01 02:07:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:36
17149,ceb9dbdc-e90e-437b-ade0-b77c33f1b576,Untuk sementara masih berjalan baguseyy,4,0,2.34.0,2023-01-01 02:07:00,"Hai Sobat BRI, semoga aplikasi BRImo semakin mempermudah transaksi, Jika sudah tidak mengalami kendala, kami tunggu bintang 5 dari Sobat BRI. Tks~Erza",1/1/2023 8:00
17148,7e8a1807-4407-4ac2-b3a0-aed1e9ad1f13,Mantap,5,0,2.32.0,2023-01-01 02:10:00,"Terima kasih sudah menggunakan aplikasi BRImo, jangan lupa menggunakan fitur menarik lainnya yang memudahkan Sobat BRI dalam bertransaksi. Tks~Baron",1/14/2023 8:36
17147,67efd381-4da4-43e4-a87e-c824e678861f,Cukup membantu dalam segala keperluan dan kondisi lebih ditingkatkan lg,5,0,2.35.0,2023-01-01 02:11:00,"Hai Sobat BRI, terima kasih atas ulasannya, tingkatkan terus transaksi perbankan menggunakan aplikasi BRImo. Tks~Una",1/17/2023 10:52
17146,670416a7-a586-4664-b399-b74db0ee4afc,Kenapa transfer ke bank lain gagal terus,2,0,2.34.0,2023-01-01 02:12:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 7:26
17145,7c547b6c-3c21-4fd4-8d58-2c905ba2119c,Alhamdulillah gak pernah trouble coz cuma pake buat transfer aja,5,0,2.34.0,2023-01-01 02:21:00,"Hai Sobat BRI, terima kasih atas ulasannya, tingkatkan terus transaksi perbankan menggunakan aplikasi BRImo. Tks~Una",1/17/2023 10:52
17144,7f60ac30-4899-48eb-81ef-cee96573ab61,gk perlu repot tf ke atm bri,4,0,1.7.0,2023-01-01 02:26:00,"Hai Sobat BRI, semoga aplikasi BRImo semakin mempermudah transaksi, Jika sudah tidak mengalami kendala, kami tunggu bintang 5 dari Sobat BRI. Tks~Erza",1/1/2023 7:59
17143,ae4400be-ec61-46c1-8bdc-b1a74fbe0e50,bagus keren.cepat pula.tpsayang aplikasi ny sering tebelbagusir.,5,0,2.35.0,2023-01-01 02:29:00,"Hai Sobat BRI, terima kasih atas ulasannya, tingkatkan terus transaksi perbankan menggunakan aplikasi BRImo. Tks~Una",1/17/2023 10:52
17142,00fae5f5-e50b-4407-92e5-5a9f27369afd,"Aplikasi gak jelas,susah banget buat aktif nya",1,0,2.35.0,2023-01-01 02:33:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 6:44
17141,38391602-d7d6-49c4-b6b2-45aea95ca574,Luar biasa aplikasi tdk siap baru verifikasi ambil foto KTP saja tdk bisa... Luar biasa,1,0,2.35.0,2023-01-01 02:45:00,"Hai Sobat BRI, mohon maaf atas kendala yang dialami. Untuk tindak lanjutnya silahkan kirimkan detail kendala melalui layanan WhatsApp BRI di nomor 08121214017 atau Email callbri@bri.co.id. Tks~Erza",1/1/2023 6:43
17140,e37fa228-14be-4256-bab8-c8d15ece9593,Sangat membantu,5,0,2.34.0,2023-01-01 02:46:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:28
17139,f8385230-1d52-4003-a3b9-6b659fc0cc99,"Memudahkan dalam bertansaksi, cuman setiap 3 hari sekali password aku tu terblbagusir mulu, aneh",5,0,2.35.0,2023-01-01 02:48:00,"Hai Sobat BRI, terima kasih atas ulasannya, tingkatkan terus transaksi perbankan menggunakan aplikasi BRImo. Tks~Una",1/17/2023 10:52
17138,eaffc877-0d72-42de-b033-26ba4d3096e6,bagus mempermudah transaksi,5,0,2.34.0,2023-01-01 02:49:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:28
17136,51453ae0-003f-439c-8b64-d260b9f8ec35,bagus lebih ditingkatkan kembali,5,0,2.35.0,2023-01-01 02:57:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:28
17137,b0bf3808-ec49-4e50-981a-4b48db703714,Sangat mudah aman dan nyaman,5,0,,2023-01-01 02:57:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:28
17135,567a4c96-a964-4e93-a896-dc4bf9904ca9,Senang,5,0,2.32.0,2023-01-01 02:57:00,Terima kasih atas ulasannya. Semoga aplikasi BRImo semakin mempermudah transaksi Sobat BRI. Tks~Baron,1/14/2023 8:28
